1,3,7,2023-03-10 13:00:00+08,2023-03-10 13:55:00+08,FALSE,A sweet nap with paws twiching,,,,FALSE,FALSE
1,3,8,2023-03-13 13:00:00+08,2023-03-13 13:25:00+08,FALSE,Sun bathing for 30 minutes.,,,,FALSE,TRUE
1,3,7,2023-03-13 13:00:00+08,2023-03-13 13:55:00+08,FALSE,A good nap,,,,FALSE,FALSE
1,3,7,2023-03-14 10:00:00+08,2023-03-14 10:45:00+08,FALSE,A nap in the sun,,,,FALSE,FALSE
1,3,7,2023-03-15 13:00:00+08,2023-03-15 14:35:00+08,FALSE,A long nap,,,,FALSE,TRUE
1,1,2,2023-03-30 13:00:00+08,2023-03-30 13:15:00+08,FALSE,Venison for good behavior,,,,FALSE,FALSE
1,2,5,2023-04-01 13:44:00+08,2023-04-01 13:45:00+08,FALSE,Chased after hair tie,,,,FALSE,FALSE
1,2,5,2023-04-02 13:44:00+08,2023-04-02 13:45:00+08,FALSE,Chased a string,,,,FALSE,TRUE
1,2,4,2023-04-03 13:44:00+08,2023-04-03 13:45:00+08,FALSE,Short walk around the neighborhood,,,,FALSE,TRUE
1,1,1,2023-04-04 13:44:00+09,2023-04-04 13:48:00+09,FALSE,Lamb breakfast,,,,FALSE,FALSE
1,1,1,2023-04-09 13:44:00+09,2023-04-09 13:48:00+09,FALSE,Venison with water,,,,FALSE,TRUE
1,5,13,2023-04-25 09:25:00+08,2023-04-25 09:30:00+08,TRUE,I might have poked her eye accidentally during the brushing and she cried a bit. :`(,,,,FALSE,TRUE
1,5,11,2023-04-15 01:00:00+08,2023-04-15 01:10:00+08,FALSE,Ellen cleaned her paws and face.,,,,FALSE,TRUE
1,1,2,2023-04-23 11:00:00+08,2023-04-23 11:15:00+08,FALSE,Lamb after hunting,,,,TRUE,TRUE
1,6,17,2023-03-21 13:44:00+02,2023-03-21 13:45:00+02,FALSE,Routine weighing,4.1,kg,,FALSE,FALSE
1,6,17,2023-03-22 13:44:00+01,2023-03-22 13:45:00+01,FALSE,Routine weighing,4.2,kg,,FALSE,FALSE
1,6,17,2023-03-23 13:44:00+01,2023-03-23 13:45:00+01,FALSE,Routine weighing,4.3,kg,,FALSE,FALSE
1,6,17,2023-03-25 13:44:00+04,2023-03-25 13:45:00+04,FALSE,Routine weighing,4.3,kg,,FALSE,FALSE
1,6,17,2023-03-26 13:44:00+03,2023-03-26 13:45:00+03,FALSE,Routine weighing,4.2,kg,,FALSE,FALSE
1,6,17,2023-03-27 13:44:00+02,2023-03-27 13:45:00+02,FALSE,Routine weighing,4.4,kg,,FALSE,FALSE
1,6,17,2023-03-28 13:44:00+01,2023-03-28 13:45:00+01,FALSE,Routine weighing,4.2,kg,,FALSE,FALSE
1,6,17,2023-03-29 13:44:00+00,2023-03-29 13:45:00+00,FALSE,Routine weighing,4.1,kg,,FALSE,FALSE
1,6,17,2023-03-30 13:44:00+01,2023-03-30 13:45:00+01,FALSE,Routine weighing,4.2,kg,,FALSE,FALSE
1,6,17,2023-04-01 13:44:00+01,2023-04-01 13:45:00+01,FALSE,Routine weighing,4.2,kg,,FALSE,FALSE
1,6,17,2023-04-02 13:44:00+02,2023-04-02 13:45:00+02,FALSE,Routine weighing,4.6,kg,,FALSE,FALSE
1,6,17,2023-04-03 13:44:00+02,2023-04-03 13:45:00+02,FALSE,Routine weighing,4.4,kg,,FALSE,FALSE
1,6,17,2023-04-04 13:44:00+02,2023-04-04 13:45:00+02,FALSE,Routine weighing,4.2,kg,,FALSE,FALSE
1,6,17,2023-04-05 13:44:00+03,2023-04-05 13:45:00+03,FALSE,Routine weighing,4.3,kg,,FALSE,FALSE
1,6,17,2023-04-06 13:44:00+03,2023-04-06 13:45:00+03,FALSE,Routine weighing,4.4,kg,,FALSE,FALSE
1,6,17,2023-04-07 13:44:00+03,2023-04-07 13:45:00+03,FALSE,Routine weighing,4.3,kg,,FALSE,FALSE
1,6,17,2023-04-08 13:44:00+04,2023-04-08 13:45:00+04,FALSE,Routine weighing,4.1,kg,,FALSE,FALSE
1,6,17,2023-04-09 13:44:00+04,2023-04-09 13:45:00+04,FALSE,Routine weighing,4.2,kg,,FALSE,FALSE
1,6,17,2023-04-10 13:44:00+04,2023-04-10 13:45:00+04,FALSE,Routine weighing,4.2,kg,,FALSE,FALSE
1,6,17,2023-04-11 13:44:00+05,2023-04-11 13:45:00+05,FALSE,Routine weighing,4.1,kg,,FALSE,FALSE
1,6,17,2023-04-12 13:44:00+05,2023-04-12 13:45:00+05,FALSE,Routine weighing,4.2,kg,,FALSE,FALSE
1,6,17,2023-04-13 13:44:00+05,2023-04-13 13:45:00+05,FALSE,Routine weighing,4.3,kg,,FALSE,FALSE
1,6,17,2023-04-14 13:44:00+06,2023-04-14 13:45:00+06,FALSE,Routine weighing,4.1,kg,,FALSE,FALSE
1,6,17,2023-04-15 13:44:00+06,2023-04-15 13:45:00+06,FALSE,Routine weighing,4.2,kg,,FALSE,FALSE
1,6,17,2023-04-17 13:44:00+06,2023-04-17 13:45:00+06,FALSE,Routine weighing,4.2,kg,,FALSE,FALSE
1,6,17,2023-04-18 13:44:00+07,2023-04-18 13:45:00+07,FALSE,Routine weighing,4.1,kg,,FALSE,FALSE
1,6,17,2023-04-20 13:44:00+07,2023-04-20 13:45:00+07,FALSE,Routine weighing,4.1,kg,,FALSE,FALSE
1,6,17,2023-04-21 13:44:00+07,2023-04-21 13:45:00+07,FALSE,Routine weighing,4.1,kg,,FALSE,FALSE
1,6,17,2023-04-22 13:44:00+08,2023-04-22 13:45:00+08,FALSE,Routine weighing,4.2,kg,,FALSE,FALSE
1,6,17,2023-04-23 13:44:00+08,2023-04-23 13:45:00+08,FALSE,Routine weighing,4.3,kg,,FALSE,FALSE
1,6,17,2023-04-25 13:44:00+08,2023-04-25 13:45:00+08,FALSE,Routine weighing,4.2,kg,,FALSE,TRUE
